BDM-2103,L,1,100004,SISTEMAS GESTORES DE BASE DE DATOS,SIST. GEST. B.D.
BDM-2104,L,1,100004,BASE DE DATOS PARA DISPOSITIVOS MOVILES,B.D. DISP. MOV.
AEF-1056,L,1,100007,QUIMICA,QUIM.
ASQ-1023,L,1,100007,TALLER DE ELEMENTOS DE MECANICA DE SOLIDOS,TALL. MEC. SOL.
ASF-1004,L,1,100007,BIOLOGIA,BIOL.
AEQ-1064,L,1,100007,TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES,TEC. INF. Y COMUNIC.
ASF-1019,L,1,100007,QUIMICA ANALITICA,QUIM. ANAL.
AEF-1019,L,1,100007,EDAFOLOGIA,EDAF.
ASF-1009,L,1,100007,ELEMENTOS DE TERMODINAMICA,ELEM. TERMODIN.
ASF-1006,L,1,100007,BOTANICA APLICADA,BOT. APLI.
ASF-1010,L,1,100007,ESTADISTICA,ESTAD.
AEF-1017,L,1,100007,ECOLOGIA,ECOL.
ASQ-1008,L,1,100007,DISEÑO AGRICOLA ASISTIDO POR COMPUTADORA,DIS. AGRI. ASIS. COMP.
AED-1006,L,1,100007,BIOQUIMICA,BIOQUIM.
ASF-1018,L,1,100007,PRINCIPIOS DE ELECTROMECANICA,PRINC. ELECTROMEC.
AEM-1066,L,1,100007,TOPOGRAFIA,TOPOG.
ASF-1015,L,1,100007,METODOS ESTADISTICOS,MET. ESTAD.
AEF-1036,L,1,100007,HIDRAULICA,HIDRAU.
AEF-1001,L,1,100007,AGROCLIMATOLOGIA,AGROCLIM.
AEF-1016,L,1,100007,DISEÑOS EXPERIMENTALES,DIS. EXPERIM.
ASF-1012,L,1,100007,FISIOLOGIA VEGETAL,FISIO. VEG.
AEF-1049,L,1,100007,MICROBIOLOGIA,MICROBIOL.
ASC-1003,L,1,100007,BASE DE DATOS Y SISTEMAS DE INFORMACION GEOGRAFICA,B.D. Y SIST. INF. GEO.
ASF-1005,L,1,100007,BIOLOGIA MOLECULAR,BIOL. MOL.
ASF-1016,L,1,100007,NUTRICION VEGETAL,NUTRI. VEG.
ASD-1020,L,1,100007,SISTEMAS DE PRODUCCION AGRICOLA,SIST. PROD. AGRI.
AED-1023,L,1,100007,ENTOMOLOGIA,ENTOMOL.
AEJ-1028,L,1,100007,FITOPATOLOGIA,FITOPAT.
ASF-1022,L,1,100007,SISTEMAS DE RIEGO SUPERFICIAL,SIST. RIE. SUP.
ASD-1007,L,1,100007,DESARROLLO COMUNITARIO,DESAR. COMUNI.
ASF-1021,L,1,100007,SISTEMAS DE RIEGO PRESURIZADO,SIST. RIE. PRE.
AED-1002,L,1,100007,AGROECOLOGIA,AGROECOL.
ASF-1017,L,1,100007,OLERICULTURA,OLERICULT.
ASF-1014,L,1,100007,INTRODUCCION A LA AGRICULTURA PROTEGIDA,INT. AGRI. PROT.
ASD-1001,L,1,100007,AGRONEGOCIOS I,AGRONEG. I
ASC-1013,L,1,100007,INOCUIDAD ALIMENTARIA Y BIOSEGURIDAD,INOC. ALIM. Y BIOSEG.
ASF-1011,L,1,100007,FERTIRRIGACION,FERTIRRIG.
ASD-1002,L,1,100007,AGRONEGOCIOS II,AGRONEG. II
INDEX-03,L,1,100006,ADMINISTRACION DE LA SALUD OCUPACIONAL,ADM. SALUD OCU.(ACT COMP)
ISCEX-03,L,1,100004,HIGIENE Y SEGURIDAD INDUSTRIAL,HIGIENE SEG IND (ACT COMP)
IGEEX-03,L,1,100005,PREVENCION DE RIESGOS LABORALES,PREV. RIESG. LAB. (ACT COMP)
IIASEX-03,L,1,100007,HIGIENE Y SEGURIDAD INDUSTRIAL,HIGIENE SEG. IND. (ACT COMP)
HOF-2101,L,1,100007,PRODUCCION INTENSIVA DE CAÑA DE AZUCAR,PROD. CAÑA
TRI-0001,L,1,100002,TRIGONOMETRIA,TRIGON.
HOF-2102,L,1,100007,TECNICAS DE PROPAGACION VEGETAL,PROP. VEG.
HOF-2103,L,1,100007,CONSERVACIÓN DE SUELOS Y AGUAS,CONS. SUELO
HOF-2104,L,1,100007,SISTEMAS DE PRODUCCIÓN ORGÁNICA,PROD. ORGANICA
HOF-2105,L,1,100007,MANEJO INTEGRADO DE PLAGAS Y ENFERMEDADES,MAN. PLAGAS Y ENF.
GEF-2101,L,1,100005,CONSTITUCION LEGAL DE LOS NEGOCIOS,CONST. LEGAL NEG.
GEF-2102,L,1,100005,DIRECCION ESTRATEGICA DE LA DISTRIBUCION,DIR. ESTRA. DISTRI.
GEG-2103,L,1,100005,METODOLOGIAS PARA LA SOLUCION DE PROBLEMAS,MET. SOL. PROB.
GEC-2104,L,1,100005,TALLER DE HERRAMIENTAS DIRECTIVAS,TALLER HERR. DIR.
DEF-1705,L,1,100005,SERVICIO AL CLIENTE,SERV. AL CLIEN.
GEF-2105,L,1,100005,DESARROLLO ORGANIZACIONAL,DESARR. ORG.
AEF-1060,L,1,100008,QUIMICA INORGANICA,QUIM. INORGANICA
IQC-1018,L,1,100008,PROGRAMACION,PROG.
AEO-1012,L,1,100008,DIBUJO ASISTIDO POR COMPUTADORA,DIB. ASIS. POR COMP.
AEF-1042,L,1,100008,MECANICA CLASICA,MEC. CLAS.
IQF-1019,L,1,100008,QUIMICA ORGANICA I,QUIM. ORGANICA I
AEF-1065,L,1,100008,TERMODINAMICA,TERMOD.
AEG-1059,L,1,100008,QUIMICA ANALITICA,QUIM. ANALITICA
IQF-1001,L,1,100008,ANALISIS DE DATOS EXPERIMENTALES,ANALISIS DAT. EXPE.
IQF-1003,L,1,100008,'ELECTRICIDAD, MAGNETISMO Y OPTICA','ELEC., MAG. Y OPT.'
IQF-1020,L,1,100008,QUIMICA ORGANICA II,QUIM. ORGANICA II
AEF-1004,L,1,100008,BALANCE DE MATERIA Y ENERGIA,BAL. DE MAT. Y ENER.
IQF-1006,L,1,100008,GESTION DE LA CALIDAD,GEST. CAL.
IQH-1014,L,1,100008,METODOS NUMERICOS,MET. NUM.
IQF-1013,L,1,100008,MECANISMOS DE TRANSFERENCIA,MEC. DE TRANSF.
IQF-1007,L,1,100008,INGENIERIA AMBIENTAL,ING. AMBIENTAL
IQF-1004,L,1,100008,FISICOQUIMICA I,FISICOQUIM. I
AEF-1003,L,1,100008,ANALISIS INSTRUMENTAL,ANALISIS INST.
